,Year,Team,Pts,Pts,Team,HT,HT,,Series,Ground,Date,Match
3380,1992,C Taipai,35,9,Sri Lanka,-,-,,Asian Championship,Hong Kong,20 Sep 1992,Details
3381,1992,Hong Kong,51,13,Thailand,-,-,,Asian Championship,Hong Kong,20 Sep 1992,Details
3382,1992,Korea,135,3,Malaysia,-,-,,Asian Championship,Hong Kong,20 Sep 1992,Details
3383,1992,Uruguay,37,15,Chile,13,6,,Chile tour,Montevideo,20 Sep 1992,Details
3384,1992,C Taipai,56,10,Singapore,-,-,,Asian Championship,Hong Kong,22 Sep 1992,Details
3385,1992,Hong Kong,76,3,Malaysia,-,-,,Asian Championship,Hong Kong,22 Sep 1992,Details
3386,1992,Korea,97,9,Thailand,-,-,,Asian Championship,Hong Kong,22 Sep 1992,Details
3387,1992,Hong Kong,20,13,Korea,-,-,,Asian Championship,Hong Kong,24 Sep 1992,Details
3388,1992,Malaysia,6,53,Thailand,-,-,,Asian Championship,Hong Kong,24 Sep 1992,Details
3389,1992,Singapore,0,15,Sri Lanka,-,-,,Asian Championship,Hong Kong,24 Sep 1992,Details
3390,1992,Hong Kong,9,37,Japan,6,13,,Asian Championship,Seoul,26 Sep 1992,Details
3391,1992,C Taipai,17,59,Korea,-,-,,Asian Championship,Hong Kong,26 Sep 1992,Details
3392,1992,Norway,0,98,Sweden,-,-,,Nordic Cup,Aalborg,26 Sep 1992,Details
3393,1992,Switzerland,27,3,Bulgaria,16,0,,Bulgaria tour,Nyon,26 Sep 1992,Details
3394,1992,Argentina,38,10,Spain,-,-,,Spain tour,Buenos Aires,26 Sep 1992,Details
3395,1992,Denmark,13,5,Sweden,-,-,,Nordic Cup,Aalborg,27 Sep 1992,Details
3396,1992,Italy,22,3,Romania,8,0,,FIRA Championship D1,Rome,1 Oct 1992,Details
3397,1992,Belgium,11,17,Russia,-,-,,FIRA Championship D1,Brussels,11 Oct 1992,Details
3398,1992,England,26,13,Canada,16,6,,Canada tour,Wembley,17 Oct 1992,Details
3399,1992,France,15,20,South Africa,0,13,,South Africa tour,Lyon,17 Oct 1992,Details
3400,1992,Russia,13,10,Germany,-,-,,FIRA Championship D1,Losino-Petrovsky,24 Oct 1992,Details
3401,1992,France,29,16,South Africa,6,6,,South Africa tour,Parc des Princes,24 Oct 1992,Details
3402,1992,Spain,34,43,Argentina,-,-,,Argentina tour,Madrid,24 Oct 1992,Details
3403,1992,Denmark,8,3,Switzerland,3,0,,1995 Rugby World Cup Qualifier,Andorra la Vella,26 Oct 1992,Details
3404,1992,Poland,17,10,Sweden,-,-,,FIRA Championship D2,Gdansk,26 Oct 1992,Details
3405,1992,Andorra,3,0,Denmark,-,-,,1995 Rugby World Cup Qualifier,Andorra la Vella,27 Oct 1992,Details
3406,1992,Romania,18,21,Argentina,-,-,,Argentina tour,Bucharest,31 Oct 1992,Details
3407,1992,Andorra,0,14,Switzerland,0,7,,1995 Rugby World Cup Qualifier,Andorra la Vella,31 Oct 1992,Details
3408,1992,Poland,25,8,Czechia,5,8,,FIRA Championship D2,Bytom,31 Oct 1992,Details
3409,1992,Ireland,17,42,Australia,6,19,,Australia tour,Lansdowne Road,31 Oct 1992,Details
3410,1992,Belgium,9,11,Morocco,-,-,,FIRA Championship D1,Brussels,1 Nov 1992,Details
3411,1992,Slovenia,3,35,Croatia,-,-,,FIRA Championship D2,Ljubliana,7 Nov 1992,Details
3412,1992,France,20,24,Argentina,15,12,,Argentina tour,Nantes,14 Nov 1992,Details
3413,1992,England,33,16,South Africa,11,16,,South Africa tour,Twickenham,14 Nov 1992,Details
3414,1992,Czechia,21,16,Netherlands,18,9,,FIRA Championship D2,Prague,15 Nov 1992,Details
3415,1992,Germany,13,10,Belgium,-,-,,FIRA Championship D1,Stuttgart,15 Nov 1992,Details
3416,1992,Wales,6,23,Australia,3,5,,Australia tour,Cardiff,21 Nov 1992,Details
3417,1992,Croatia,47,3,Bosnia & Her,-,-,,Bosnia and Herzegovina tour,Split,28 Nov 1992,Details
3418,1992,Netherlands,40,6,Andorra,-,-,,FIRA Championship D2,Haarlem,28 Nov 1992,Details
3419,1992,"
Records include the following current or recent matches:
",,,,,,,,,,
3420,1992,"

Croatia v Bosnia and Herzegovina at Split, Nov 28, 1992 [47-3 FT]
",,,,,,,,,,
3421,1992,"

Netherlands v Andorra at Haarlem, FIRA Championship D2, Nov 28, 1992 [40-6 FT]
",,,,,,,,,,
3422,1992,"

Wales v Australia at Cardiff, Nov 21, 1992 [6-23 FT]
",,,,,,,,,,
3423,1993,Luxembourg,13,16,Bulgaria,-,-,,Bulgaria tour,Luxembourg,1993,Details
3424,1993,Malaysia,25,18,Thailand,-,-,,Thailand tour,Kuala Lumpur,1993,Details
3425,1993,Singapore,0,49,Thailand,-,-,,Singapore tour / Thailand tour,Kuala Lumpur,1993,Details
3426,1993,England,16,15,France,13,12,,Five Nations,Twickenham,16 Jan 1993,Details
3427,1993,Scotland,15,3,Ireland,15,0,,Five Nations / Centenary Quaich,Murrayfield,16 Jan 1993,Details
3428,1993,Tunisia,8,20,Spain,-,-,,FIRA Championship D1,Tunis,30 Jan 1993,Details
3429,1993,France,11,3,Scotland,3,3,,Five Nations,Parc des Princes,6 Feb 1993,Details
3430,1993,Wales,10,9,England,10,9,,Five Nations,Cardiff,6 Feb 1993,Details
3431,1993,Spain,0,52,Italy,0,18,,FIRA Championship D1,Madrid,14 Feb 1993,Details
3432,1993,Ireland,6,21,France,6,6,,Five Nations,Lansdowne Road,20 Feb 1993,Details
3433,1993,Scotland,20,0,Wales,14,0,,Five Nations,Murrayfield,20 Feb 1993,Details
3434,1993,England,26,12,Scotland,11,6,,Five Nations / Calcutta Cup,Twickenham,6 Mar 1993,Details
3435,1993,Wales,14,19,Ireland,6,13,,Five Nations,Cardiff,6 Mar 1993,Details
3436,1993,France,26,10,Wales,16,3,,Five Nations,Parc des Princes,20 Mar 1993,Details
3437,1993,Ireland,17,3,England,3,3,,Five Nations / Millennium Trophy,Lansdowne Road,20 Mar 1993,Details
3438,1993,Portugal,13,41,Romania,-,-,,FIRA Championship D1,Lisbon,3 Apr 1993,Details
3439,1993,Sweden,13,15,Denmark,-,-,,Denmark tour,Trelleborg,4 Apr 1993,Details
3440,1993,Andorra,6,19,Poland,-,-,,FIRA Championship D2,Andorra la Vella,17 Apr 1993,Details
3441,1993,Portugal,11,33,Italy,6,16,,FIRA Championship D1,Coimbra,17 Apr 1993,Details
3442,1993,Morocco,23,3,Germany,-,-,,FIRA Championship D1,Casablanca,17 Apr 1993,Details
3443,1993,Tunisia,14,10,Portugal,-,-,,FIRA Championship D1,Tunis,24 Apr 1993,Details
3444,1993,Germany,31,5,Lithuania,26,0,,1995 Rugby World Cup Qualifier,Berlin,1 May 1993,Details
3445,1993,Hungary,36,6,Slovenia,-,-,,FIRA Championship D2,Budapest,1 May 1993,Details
3446,1993,Switzerland,37,10,Luxembourg,15,3,,Luxembourg tour,Nyon,1 May 1993,Details
3447,1993,Netherlands,0,7,Poland,-,-,,FIRA Championship D2,Naarden,2 May 1993,Details
3448,1993,Latvia,5,27,Germany,5,6,,1995 Rugby World Cup Qualifier,Riga,8 May 1993,Details
3449,1993,Romania,51,0,Tunisia,-,-,,FIRA Championship D1,Bucharest,8 May 1993,Details
3450,1993,Austria,0,16,Croatia,-,-,,FIRA Championship D2,Leoben,8 May 1993,Details
3451,1993,Portugal,8,3,Belgium,-,-,,1995 Rugby World Cup Qualifier,Lisbon,11 May 1993,Details
3452,1993,Spain,40,0,Switzerland,21,0,,1995 Rugby World Cup Qualifier,Lisbon,11 May 1993,Details
3453,1993,Belgium,6,67,Spain,-,-,,1995 Rugby World Cup Qualifier,Lisbon,13 May 1993,Details
3454,1993,Portugal,32,0,Switzerland,10,0,,1995 Rugby World Cup Qualifier,Lisbon,13 May 1993,Details
3455,1993,Russia,24,16,Morocco,-,-,,FIRA Championship D1,Moscow,15 May 1993,Details
3456,1993,Andorra,6,3,Czechia,-,-,,FIRA Championship D2,Andorra la Vella,15 May 1993,Details
3457,1993,Belgium,42,3,Switzerland,-,-,,1995 Rugby World Cup Qualifier,Lisbon,15 May 1993,Details
3458,1993,Argentina,30,27,Japan,24,8,,Japan tour,Tucuman,15 May 1993,Details
3459,1993,Portugal,15,37,Spain,-,-,,1995 Rugby World Cup Qualifier,Lisbon,16 May 1993,Details
3460,1993,Romania,20,37,France,3,16,,France tour,Bucharest,20 May 1993,Details
3461,1993,Croatia,78,3,Hungary,-,-,,FIRA Championship D2,Sisak,22 May 1993,Details
3462,1993,Zimbabwe,14,35,Wales,3,23,,Wales tour,Bulawayo,22 May 1993,Details
3463,1993,Argentina,45,20,Japan,28,14,,Japan tour,Buenos Aires,22 May 1993,Details
3464,1993,Georgia,9,15,Russia,3,12,,1995 Rugby World Cup Qualifier,Sopot,25 May 1993,Details
3465,1993,Poland,23,6,Georgia,6,6,,1995 Rugby World Cup Qualifier,Sopot,27 May 1993,Details
3466,1993,Tonga,6,30,Samoa,6,13,,South Pacific Championship,Nuku A'lofa,29 May 1993,Details
3467,1993,Lithuania,6,7,Latvia,-,-,,1995 Rugby World Cup Qualifier,Siauliai,29 May 1993,Details
3468,1993,Romania,33,15,Spain,-,-,,FIRA Championship D1,Bucharest,29 May 1993,Details
3469,1993,Poland,5,41,Russia,-,-,,1995 Rugby World Cup Qualifier,Sopot,29 May 1993,Details
3470,1993,Zimbabwe,13,42,Wales,6,16,,Wales tour,Harare,29 May 1993,Details
3471,1993,Hungary,8,67,Israel,-,-,,1995 Rugby World Cup Qualifier,Budapest,30 May 1993,Details
3472,1993,Namibia,23,38,Wales,17,14,,Wales tour,Windhoek,5 Jun 1993,Details
3473,1993,Samoa,27,3,Fiji,24,0,,South Pacific Championship,Apia,5 Jun 1993,Details
3474,1993,Sweden,30,7,Czechia,6,0,,FIRA Championship D2,Uppsala,6 Jun 1993,Details
3475,1993,New Zealand,20,18,Lions,11,9,,British and Irish Lions tour,Christchurch,12 Jun 1993,Details
3476,1993,Fiji,11,24,Tonga,6,12,,1995 Rugby World Cup Qualifier / South Pacific Championship,Suva,12 Jun 1993,Details
3477,1993,Croatia,11,76,Italy,0,36,,Mediterranean Cup,Perpignan,17 Jun 1993,Details
3478,1993,Morocco,6,6,Spain,-,-,,Mediterranean Cup,Carcassonne,17 Jun 1993,Details
3479,1993,Italy,70,9,Morocco,35,3,,Mediterranean Cup,Carcassonne,19 Jun 1993,Details
3480,1993,Canada,20,9,USA,8,6,,United States of America tour,Winnipeg,19 Jun 1993,Details
3481,1993,Italy,38,6,Spain,24,0,,Mediterranean Cup,Perpignan,21 Jun 1993,Details
3482,1993,Croatia,36,12,Morocco,-,-,,Mediterranean Cup,Narbonne,23 Jun 1993,Details
3483,1993,Croatia,9,58,Spain,-,-,,Mediterranean Cup,Beziers,25 Jun 1993,Details
3484,1993,New Zealand,7,20,Lions,7,9,,British and Irish Lions tour,Wellington,26 Jun 1993,Details
3485,1993,South Africa,20,20,France,11,14,,France tour,Durban,26 Jun 1993,Details
3486,1993,New Zealand,30,13,Lions,14,10,,British and Irish Lions tour,Auckland,3 Jul 1993,Details
3487,1993,Arabian Gulf,20,64,Namibia,10,31,,1995 Rugby World Cup Qualifier,Nairobi,3 Jul 1993,Details
3488,1993,Kenya,7,42,Zimbabwe,-,-,,1995 Rugby World Cup Qualifier,Nairobi,3 Jul 1993,Details
3489,1993,South Africa,17,18,France,8,9,,France tour,Johannesburg,3 Jul 1993,Details
3490,1993,Australia,52,14,Tonga,24,0,,Tonga tour,Brisbane,4 Jul 1993,Details
3491,1993,Arabian Gulf,21,50,Zimbabwe,-,-,,1995 Rugby World Cup Qualifier,Nairobi,7 Jul 1993,Details
3492,1993,Kenya,9,60,Namibia,6,29,,1995 Rugby World Cup Qualifier,Nairobi,7 Jul 1993,Details
3493,1993,Kenya,24,23,Arabian Gulf,-,-,,1995 Rugby World Cup Qualifier,Nairobi,10 Jul 1993,Details
3494,1993,Namibia,41,16,Zimbabwe,14,6,,1995 Rugby World Cup Qualifier,Nairobi,10 Jul 1993,Details
3495,1993,Tonga,10,15,Fiji,0,3,,1995 Rugby World Cup Qualifier,Nuku A'lofa,17 Jul 1993,Details
3496,1993,New Zealand,25,10,Australia,9,3,,Australia tour / Bledisloe Cup,Dunedin,17 Jul 1993,Details
3497,1993,New Zealand,35,13,Samoa,22,6,,Samoa tour,Auckland,31 Jul 1993,Details
3498,1993,Australia,12,19,South Africa,9,14,,South Africa tour,Sydney,31 Jul 1993,Details
3499,1993,Australia,28,20,South Africa,10,10,,South Africa tour,Brisbane,14 Aug 1993,Details
3500,1993,Australia,19,12,South Africa,6,5,,South Africa tour,Sydney,21 Aug 1993,Details
3501,1993,Sweden,68,5,Lithuania,-,-,,Lithuania tour,Olofstrom,29 Aug 1993,Details
3502,1993,Sweden,25,6,Andorra,-,-,,FIRA Championship D2,Nassjo,11 Sep 1993,Details
3503,1993,Norway,0,70,Denmark,-,-,,Nordic Cup,Stavanger,25 Sep 1993,Details
3504,1993,Brazil,5,55,Uruguay,0,22,,South American Championship,San Pablo,25 Sep 1993,Details
3505,1993,Denmark,25,6,Sweden,-,-,,Nordic Cup,Stavanger,26 Sep 1993,Details
3506,1993,Chile,24,25,Paraguay,-,-,,1995 Rugby World Cup Qualifier / South American Championship,Santiago,26 Sep 1993,Details
3507,1993,Tunisia,15,6,Germany,-,-,,FIRA Championship D1,Tunis,2 Oct 1993,Details
3508,1993,Brazil,3,114,Argentina,-,-,,South American Championship,Sao Paulo,2 Oct 1993,Details
3509,1993,Paraguay,3,67,Uruguay,3,29,,1995 Rugby World Cup Qualifier / South American Championship,Asuncion,2 Oct 1993,Details
3510,1993,Uruguay,14,6,Chile,3,3,,1995 Rugby World Cup Qualifier / South American Championship,Montevideo,9 Oct 1993,Details
3511,1993,Canada,16,43,Australia,8,24,,Australia tour,Calgary,9 Oct 1993,Details
3512,1993,Lithuania,6,22,Moldova,-,-,,FIRA Championship D3,Siauliai,10 Oct 1993,Details
3513,1993,Netherlands,20,10,Germany,-,-,,Germany tour,Delft,10 Oct 1993,Details
3514,1993,Paraguay,49,21,Brazil,-,-,,South American Championship,Asuncion,10 Oct 1993,Details
3515,1993,Argentina,70,7,Chile,35,0,,1995 Rugby World Cup Qualifier / South American Championship,Buenos Aires,11 Oct 1993,Details
3516,1993,Chile,35,26,Brazil,-,-,,South American Championship,Santiago,15 Oct 1993,Details
3517,1993,Wales,55,5,Japan,29,0,,Japan tour,Cardiff,16 Oct 1993,Details
3518,1993,Hungary,3,41,Ukraine,-,-,,FIRA Championship D2,Miskolc,16 Oct 1993,Details
3519,1993,Argentina,51,3,Paraguay,-,-,,1995 Rugby World Cup Qualifier / South American Championship,Buenos Aires,16 Oct 1993,Details
3520,1993,Czechia,19,18,Poland,13,15,,FIRA Championship D2,Vyskov,17 Oct 1993,Details
3521,1993,France,51,0,Romania,16,0,,FIRA Championship D1,Brive la Gaillarde,17 Oct 1993,Details
3522,1993,Uruguay,10,19,Argentina,10,3,,1995 Rugby World Cup Qualifier / South American Championship,Montevideo,23 Oct 1993,Details
3523,1993,Austria,11,14,Slovenia,-,-,,FIRA Championship D2,Vienna,24 Oct 1993,Details
3524,1993,Tunisia,16,19,Ivory Coast,-,-,,1995 Rugby World Cup Qualifier,Tunis,26 Oct 1993,Details
3525,1993,Tunisia,5,6,Morocco,-,-,,1995 Rugby World Cup Qualifier,Tunis,28 Oct 1993,Details
3526,1993,France,16,13,Australia,13,10,,Australia tour / Trophee des Bicentenaires,Bordeaux,30 Oct 1993,Details
3527,1993,Ivory Coast,15,3,Morocco,-,-,,1995 Rugby World Cup Qualifier,Tunis,30 Oct 1993,Details
3528,1993,Israel,10,26,Sweden,-,-,,1995 Rugby World Cup Qualifier,Den Haag,31 Oct 1993,Details
3529,1993,Luxembourg,10,10,Georgia,3,3,,FIRA Championship D3,Luxembourg City,31 Oct 1993,Details
3530,1993,Netherlands,42,6,Czechia,9,3,,1995 Rugby World Cup Qualifier / FIRA Championship D2,Den Haag,31 Oct 1993,Details
3531,1993,Czechia,34,7,Sweden,17,0,,1995 Rugby World Cup Qualifier / FIRA Championship D2,Apeldoorn,3 Nov 1993,Details
3532,1993,Netherlands,56,0,Israel,-,-,,1995 Rugby World Cup Qualifier,Apeldoorn,3 Nov 1993,Details
3533,1993,Russia,19,30,Italy,6,20,,FIRA Championship D1,Moscow,6 Nov 1993,Details
3534,1993,Bulgaria,9,9,Lithuania,-,-,,FIRA Championship D3,Gabrovo,6 Nov 1993,Details
3535,1993,Latvia,10,0,Switzerland,5,0,,FIRA Championship D3,Riga,6 Nov 1993,Details
3536,1993,Czechia,28,0,Israel,13,0,,1995 Rugby World Cup Qualifier,Amsterdam,6 Nov 1993,Details
3537,1993,France,3,24,Australia,3,13,,Australia tour / Trophee des Bicentenaires,Parc des Princes,6 Nov 1993,Details
3538,1993,Netherlands,31,6,Sweden,-,-,,1995 Rugby World Cup Qualifier / FIRA Championship D2,Amsterdam,6 Nov 1993,Details
3539,1993,Poland,30,10,Andorra,-,-,,FIRA Championship D2,Sochacewz,6 Nov 1993,Details
3540,1993,Argentina,26,29,South Africa,10,29,,South Africa tour,Buenos Aires,6 Nov 1993,Details
3541,1993,Wales,24,26,Canada,9,6,,Canada tour,Cardiff,10 Nov 1993,Details
3542,1993,Ireland,25,3,Romania,19,0,,Romania tour,Lansdowne Road,13 Nov 1993,Details
3543,1993,Argentina,23,52,South Africa,3,27,,South Africa tour,Buenos Aires,13 Nov 1993,Details
3544,1993,Scotland,15,51,New Zealand,9,22,,New Zealand tour,Murrayfield,20 Nov 1993,Details
3545,1993,Germany,32,16,Belgium,-,-,,FIRA Championship D1,Heusenstamm,21 Nov 1993,Details
3546,1993,Bulgaria,11,7,Denmark,-,-,,FIRA Championship D3,Gabrovo,27 Nov 1993,Details
3547,1993,England,15,9,New Zealand,6,0,,New Zealand tour,Twickenham,27 Nov 1993,Details
3548,1993,Morocco,17,48,Spain,-,-,,FIRA Championship D1,Toulouse,28 Nov 1993,Details
3549,1993,"
Records include the following current or recent matches:
",,,,,,,,,,
3550,1993,"

Italy v Scotland A at Rovigo, Dec 18, 1993 [18-15 FT]
",,,,,,,,,,
3551,1993,"

Morocco v Spain at Toulouse, FIRA Championship D1 Quarter final playoff, Nov 28, 1993 [17-48 FT]
",,,,,,,,,,
3552,1993,"

England v New Zealand at Twickenham, Nov 27, 1993 [15-9 FT]
",,,,,,,,,,
3553,1993,"

Bulgaria v Denmark at Gabrovo, FIRA Championship D3, Nov 27, 1993 [11-7 FT]
",,,,,,,,,,
3554,1994,France,35,15,Ireland,16,12,,Five Nations,Parc des Princes,15 Jan 1994,Details
3555,1994,Wales,29,6,Scotland,12,3,,Five Nations,Cardiff,15 Jan 1994,Details
3556,1994,Belgium,18,14,Morocco,-,-,,FIRA Championship D1,Brussels,29 Jan 1994,Details
3557,1994,Scotland,14,15,England,5,3,,Five Nations / Calcutta Cup,Murrayfield,5 Feb 1994,Details
3558,1994,Ireland,15,17,Wales,12,8,,Five Nations,Lansdowne Road,5 Feb 1994,Details
3559,1994,England,12,13,Ireland,6,10,,Five Nations / Millennium Trophy,Twickenham,19 Feb 1994,Details
3560,1994,Wales,24,15,France,11,3,,Five Nations,Cardiff,19 Feb 1994,Details
3561,1994,France,14,18,England,0,9,,Five Nations,Parc des Princes,5 Mar 1994,Details
3562,1994,Ireland,6,6,Scotland,3,0,,Five Nations / Centenary Quaich,Lansdowne Road,5 Mar 1994,Details
3563,1994,Bermuda,3,60,USA,-,-,,1995 Rugby World Cup Qualifier,Hamilton,12 Mar 1994,Details
3564,1994,Namibia,12,31,Russia,-,-,,Russia tour,Windhoek,19 Mar 1994,Details
3565,1994,England,15,8,Wales,7,3,,Five Nations,Twickenham,19 Mar 1994,Details
3566,1994,Scotland,12,20,France,9,13,,Five Nations,Murrayfield,19 Mar 1994,Details
3567,1994,Andorra,10,49,Netherlands,-,-,,FIRA Championship D2,Andorra la Vella,26 Mar 1994,Details
3568,1994,Germany,35,18,Morocco,-,-,,FIRA Championship D1,Hanover,26 Mar 1994,Details
3569,1994,Georgia,17,5,Kazakhstan,12,5,,Georgia tour / Kazakhstan tour,Gelendzik,3 Apr 1994,Details
3570,1994,Belgium,10,8,Portugal,-,-,,FIRA Championship D1,Liege,9 Apr 1994,Details
3571,1994,Spain,9,16,Russia,-,-,,FIRA Championship D1,Madrid,10 Apr 1994,Details
3572,1994,Croatia,41,12,Austria,-,-,,FIRA Championship D2,Sisak,16 Apr 1994,Details
3573,1994,Sweden,18,25,Poland,-,-,,FIRA Championship D2,Karlskrona,16 Apr 1994,Details
3574,1994,Portugal,18,20,Germany,-,-,,FIRA Championship D1,Lisbon,17 Apr 1994,Details
3575,1994,Moldova,42,3,Bulgaria,-,-,,FIRA Championship D3,Kishinev,23 Apr 1994,Details
3576,1994,Croatia,77,10,Slovenia,-,-,,FIRA Championship D2,Zagreb,23 Apr 1994,Details
3577,1994,Czechia,56,0,Andorra,27,0,,FIRA Championship D2,Prague,23 Apr 1994,Details
3578,1994,Spain,3,11,Romania,-,-,,FIRA Championship D1,Zaragoza,24 Apr 1994,Details
3579,1994,Poland,13,10,Netherlands,-,-,,FIRA Championship D2,Lublin,30 Apr 1994,Details
3580,1994,Morocco,20,15,Portugal,-,-,,FIRA Championship D1,Casablanca,30 Apr 1994,Details
3581,1994,Croatia,13,23,Ukraine,-,-,,FIRA Championship D2,Sisak,1 May 1994,Details
3582,1994,Romania,60,6,Germany,-,-,,1995 Rugby World Cup Qualifier,Bucharest,2 May 1994,Details
3583,1994,Germany,5,67,Russia,-,-,,1995 Rugby World Cup Qualifier,Bucharest,4 May 1994,Details
3584,1994,Morocco,25,10,Tunisia,-,-,,FIRA Championship D1,Casablanca,4 May 1994,Details
3585,1994,Romania,30,0,Russia,-,-,,1995 Rugby World Cup Qualifier / FIRA Championship D1,Bucharest,7 May 1994,Details
3586,1994,Denmark,69,6,Lithuania,-,-,,FIRA Championship D3,Copenhagen,7 May 1994,Details
3587,1994,Italy,62,15,Spain,20,10,,FIRA Championship D1,Parma,7 May 1994,Details
3588,1994,Portugal,16,18,Tunisia,-,-,,FIRA Championship D1,Lisbon,7 May 1994,Details
3589,1994,Slovenia,26,41,Ukraine,-,-,,FIRA Championship D2,Ljubliana,7 May 1994,Details
3590,1994,Sweden,6,44,Netherlands,-,-,,FIRA Championship D2,Vanersborg,7 May 1994,Details
3591,1994,Japan,24,18,Fiji,9,13,,Fiji tour,Ehime,8 May 1994,Details
3592,1994,Romania,26,12,Italy,12,9,,FIRA Championship D1,Bucharest,14 May 1994,Details
3593,1994,Austria,0,78,Ukraine,-,-,,FIRA Championship D2,Vienna,14 May 1994,Details
3594,1994,Czechia,9,38,Netherlands,9,20,,1995 Rugby World Cup Qualifier,Brescia,14 May 1994,Details
3595,1994,Luxembourg,10,25,Latvia,-,-,,FIRA Championship D3,Luxembourg,14 May 1994,Details
3596,1994,Luxembourg,8,17,Switzerland,8,14,,FIRA Championship D3,Luxembourg City,14 May 1994,Details
3597,1994,Slovenia,28,17,Hungary,-,-,,FIRA Championship D2,Ljubliana,14 May 1994,Details
3598,1994,Tunisia,16,16,Belgium,-,-,,FIRA Championship D1,Tunis,14 May 1994,Details
3599,1994,Japan,20,8,Fiji,3,8,,Fiji tour,Tokyo,15 May 1994,Details
3600,1994,Italy,104,8,Czechia,71,0,,1995 Rugby World Cup Qualifier,Viadana,18 May 1994,Details
3601,1994,Portugal,11,102,Wales,8,43,,1995 Rugby World Cup Qualifier,Lisbon,18 May 1994,Details
3602,1994,Italy,63,9,Netherlands,35,3,,1995 Rugby World Cup Qualifier,Calvisano,21 May 1994,Details
3603,1994,Spain,0,54,Wales,0,16,,1995 Rugby World Cup Qualifier,Madrid,21 May 1994,Details
3604,1994,USA,10,15,Canada,10,9,,Canada tour,Long Beach,21 May 1994,Details
3605,1994,Hungary,5,31,Croatia,-,-,,FIRA Championship D2,Erd,28 May 1994,Details
3606,1994,Spain,35,19,Portugal,-,-,,1995 Rugby World Cup Qualifier,Madrid,28 May 1994,Details
3607,1994,USA,22,28,Argentina,-,-,,1995 Rugby World Cup Qualifier,Long Beach,28 May 1994,Details
3608,1994,Switzerland,21,22,Georgia,9,11,,FIRA Championship D3,La Chaux-de-Fonds,4 Jun 1994,Details
3609,1994,South Africa,15,32,England,6,23,,England tour,Pretoria,4 Jun 1994,Details
3610,1994,Argentina,16,15,Scotland,6,3,,Scotland tour,Buenos Aires,4 Jun 1994,Details
3611,1994,Canada,18,16,France,12,6,,France tour,Nepean,4 Jun 1994,Details
3612,1994,Samoa,32,19,Tonga,-,-,,South Pacific Championship,Apia,4 Jun 1994,Details
3613,1994,Australia,33,13,Ireland,13,3,,Ireland tour,Brisbane,5 Jun 1994,Details
3614,1994,Australia,32,18,Ireland,21,13,,Ireland tour,Sydney,11 Jun 1994,Details
3615,1994,South Africa,27,9,England,3,3,,England tour,Cape Town,11 Jun 1994,Details
3616,1994,Argentina,19,17,Scotland,13,6,,Scotland tour,Buenos Aires,11 Jun 1994,Details
3617,1994,Canada,15,33,Wales,15,17,,Wales tour,Markham,11 Jun 1994,Details
3618,1994,Morocco,17,9,Ivory Coast,0,6,,1995 Rugby World Cup Qualifier,Casablanca,14 Jun 1994,Details
3619,1994,Namibia,25,20,Zimbabwe,15,0,,1995 Rugby World Cup Qualifier,Casablanca,14 Jun 1994,Details
3620,1994,Ivory Coast,13,12,Namibia,6,6,,1995 Rugby World Cup Qualifier,Casablanca,16 Jun 1994,Details
3621,1994,Morocco,9,21,Zimbabwe,6,8,,1995 Rugby World Cup Qualifier,Casablanca,16 Jun 1994,Details
3622,1994,Fiji,8,23,Wales,3,17,,Wales tour,Suva,18 Jun 1994,Details
